experiment,model,layer,source,target,direction,auc_mj,auc_mj_ci_high,auc_mj_ci_low,auc_mj_p,bootstrap_unit,cb_delta_auc,cb_delta_auc_ci_high,cb_delta_auc_ci_low,cb_delta_auc_p,cb_meta_mj_auc,cb_meta_mj_auc_ci_high,cb_meta_mj_auc_ci_low,cb_meta_mj_auc_p,cb_sample_size,cb_truth_gt_auc,cb_truth_gt_auc_ci_high,cb_truth_gt_auc_ci_low,cb_truth_gt_auc_p,n_B,n_C,n_boot_valid,question_clusters,sample_size
Exp2B,llama31_8b,15,math,movies,math->movies,,,,,target_question,0.5853914600251598,0.6432747127965698,0.5213685141096599,0.0,0.8099070044149419,0.8398515615983735,0.7773126461411577,0.0,2146,0.22451554438978208,0.26002629509141256,0.19473150579585707,1.0,1853,293,1000,2035,
Exp2B,llama31_8b,15,movies,math,movies->math,,,,,target_question,0.11927526940806543,0.18322683234566503,0.0528187755876342,0.0,0.529608938547486,0.5625472198188685,0.4962524474169731,0.043,1273,0.4103336691394206,0.4442757998004864,0.3783697919782186,1.0,915,358,1000,1240,
Exp1,llama31_8b,16,math,movies,math->movies,0.8056080997699515,0.8369956888923331,0.7732272110536783,0.0,target_question,,,,,,,,,,,,,,1853,293,1000,2035,2146
Exp1,llama31_8b,16,movies,math,movies->math,0.5697347131910737,0.6027931163251583,0.5340927050573877,0.0,target_question,,,,,,,,,,,,,,915,358,1000,1240,1273
Exp1,llama31_8b,16,math,math,math->math,0.43900845620783346,0.4715715558495683,0.4067116665922837,1.0,target_question,,,,,,,,,,,,,,915,358,1000,1240,1273
Exp1,llama31_8b,16,movies,movies,movies->movies,0.8997769505773314,0.9201372829699049,0.8780172178742947,0.0,target_question,,,,,,,,,,,,,,1853,293,1000,2035,2146
Exp2B,llama31_8b,16,math,movies,math->movies,,,,,target_question,0.5968017917628272,0.6530880688743419,0.5359325753868011,0.0,0.8233470674802783,0.8512358762457158,0.7942346669516216,0.0,2146,0.2265452757174511,0.25948820278566503,0.19574506981699583,1.0,1853,293,1000,2035,
Exp2B,llama31_8b,16,movies,math,movies->math,,,,,target_question,0.1356931342919071,0.2042614600412712,0.06886897854250823,0.0,0.5710657264096224,0.6058233008144461,0.5373251434436896,0.0,1273,0.4353725921177153,0.4694918728599598,0.40253502825165,1.0,915,358,1000,1240,
Exp1,llama31_8b,17,math,movies,math->movies,0.8081738127821502,0.8369595536790048,0.7785685899170006,0.0,target_question,,,,,,,,,,,,,,1853,293,1000,2035,2146
Exp1,llama31_8b,17,movies,math,movies->math,0.5846689257257991,0.6166848418038765,0.548968229741277,0.0,target_question,,,,,,,,,,,,,,915,358,1000,1240,1273
Exp1,llama31_8b,17,math,math,math->math,0.431281863418506,0.4621087834114178,0.39834175708463015,1.0,target_question,,,,,,,,,,,,,,915,358,1000,1240,1273
Exp1,llama31_8b,17,movies,movies,movies->movies,0.9016667004341268,0.9213972843364626,0.8817182615498271,0.0,target_question,,,,,,,,,,,,,,1853,293,1000,2035,2146
Exp2B,llama31_8b,17,math,movies,math->movies,,,,,target_question,0.5966489172617414,0.6574929054907012,0.5382655972638761,0.0,0.8322543094953484,0.8605841283810682,0.8050921952228571,0.0,2146,0.23560539223360696,0.26919705497856644,0.20145774200844152,1.0,1853,293,1000,2035,
Exp2B,llama31_8b,17,movies,math,movies->math,,,,,target_question,0.14210397777574263,0.20868760120954283,0.07818098962405468,0.0,0.598177488781024,0.6317512125585187,0.5642311135274546,0.0,1273,0.4560735110052813,0.48815344429096125,0.42341090120023694,0.996,915,358,1000,1240,
Exp1,llama31_8b,18,math,movies,math->movies,0.8140364578057168,0.8433242803224671,0.783440618006381,0.0,target_question,,,,,,,,,,,,,,1853,293,1000,2035,2146
Exp1,llama31_8b,18,movies,math,movies->math,0.6056445950483866,0.6393049487928135,0.5716153426458284,0.0,target_question,,,,,,,,,,,,,,915,358,1000,1240,1273
Exp1,llama31_8b,18,math,math,math->math,0.42578380193546417,0.4569624356098372,0.3924394598273401,1.0,target_question,,,,,,,,,,,,,,915,358,1000,1240,1273
Exp1,llama31_8b,18,movies,movies,movies->movies,0.8928810212753417,0.9140045835928037,0.8716629586388053,0.0,target_question,,,,,,,,,,,,,,1853,293,1000,2035,2146
Exp2B,llama31_8b,18,math,movies,math->movies,,,,,target_question,0.6092693519778829,0.6627878355424223,0.5517199368294183,0.0,0.8396512251141494,0.8650358902081624,0.8114318433580987,0.0,2146,0.23038187313626643,0.2636426558812168,0.1999623947172836,1.0,1853,293,1000,2035,
Exp2B,llama31_8b,18,movies,math,movies->math,,,,,target_question,0.18970143786060994,0.25839418478327714,0.11969348275958208,0.0,0.6162621729706628,0.6508382519277494,0.5813789888951166,0.0,1273,0.4265607351100528,0.46174773335469954,0.39109457721422125,1.0,915,358,1000,1240,
Exp1,llama31_8b,19,math,movies,math->movies,0.8202766844283507,0.8480540158062447,0.7908893677430818,0.0,target_question,,,,,,,,,,,,,,1853,293,1000,2035,2146
Exp1,llama31_8b,19,movies,math,movies->math,0.6445248343865433,0.6801087265545788,0.6067877835943568,0.0,target_question,,,,,,,,,,,,,,915,358,1000,1240,1273
Exp1,llama31_8b,19,math,math,math->math,0.426898067588607,0.4577557223502979,0.39670252786091126,1.0,target_question,,,,,,,,,,,,,,915,358,1000,1240,1273
Exp1,llama31_8b,19,movies,movies,movies->movies,0.8909875876956287,0.9145398102072493,0.8701894388472798,0.0,target_question,,,,,,,,,,,,,,1853,293,1000,2035,2146
Exp2B,llama31_8b,19,math,movies,math->movies,,,,,target_question,0.6172151423114256,0.6738554505857609,0.5562732392949061,0.0,0.8479193412029934,0.8739764203039014,0.8201380400971687,0.0,2146,0.23070419889156776,0.26598380000761157,0.19733023631052843,1.0,1853,293,1000,2035,
Exp2B,llama31_8b,19,movies,math,movies->math,,,,,target_question,0.2696187074518424,0.33351916042541946,0.20118527418911955,0.0,0.6535000152639131,0.6840948884857899,0.619506337664152,0.0,1273,0.3838813078120707,0.41775569369026216,0.35099672478281674,1.0,915,358,1000,1240,
Exp1,llama31_8b,20,math,movies,math->movies,0.8097872834201157,0.8405718750651395,0.7779251657954094,0.0,target_question,,,,,,,,,,,,,,1853,293,1000,2035,2146
Exp1,llama31_8b,20,movies,math,movies->math,0.5855664438135361,0.6196118255504608,0.5491453431153119,0.0,target_question,,,,,,,,,,,,,,915,358,1000,1240,1273
Exp1,llama31_8b,20,math,math,math->math,0.42341789541166774,0.4549719997033462,0.3928448893829633,1.0,target_question,,,,,,,,,,,,,,915,358,1000,1240,1273
Exp1,llama31_8b,20,movies,movies,movies->movies,0.882375043513977,0.9053061076182664,0.8581026019311201,0.0,target_question,,,,,,,,,,,,,,1853,293,1000,2035,2146
Exp2B,llama31_8b,20,math,movies,math->movies,,,,,target_question,0.6077663930274493,0.6672961157437085,0.5508464875490827,0.0,0.8332470728216765,0.8619726656980532,0.8080970483495684,0.0,2146,0.22548067979422723,0.2574509530457957,0.19274774189605184,1.0,1853,293,1000,2035,
Exp2B,llama31_8b,20,movies,math,movies->math,,,,,target_question,0.1572793601367647,0.2276034422245549,0.08805198973199059,0.0,0.5920810819061575,0.6268111507902353,0.5578823191623686,0.0,1273,0.4348017217693928,0.47157790349111395,0.3996652964058928,1.0,915,358,1000,1240,
Exp1,llama31_8b,21,math,movies,math->movies,0.8204663961586137,0.8500817182142222,0.788531750462804,0.0,target_question,,,,,,,,,,,,,,1853,293,1000,2035,2146
Exp1,llama31_8b,21,movies,math,movies->math,0.5950605977348353,0.627924214787411,0.5588759733618062,0.0,target_question,,,,,,,,,,,,,,915,358,1000,1240,1273
Exp1,llama31_8b,21,math,math,math->math,0.425328937326373,0.4561100147496346,0.3928414514604654,1.0,target_question,,,,,,,,,,,,,,915,358,1000,1240,1273
Exp1,llama31_8b,21,movies,movies,movies->movies,0.8888510284033455,0.9094207722227639,0.8663799407503295,0.0,target_question,,,,,,,,,,,,,,1853,293,1000,2035,2146
Exp2B,llama31_8b,21,math,movies,math->movies,,,,,target_question,0.6281852691604243,0.6888395171725399,0.5726082178557106,0.0,0.8398814577965075,0.8684414449037663,0.8131938357052172,0.0,2146,0.21169618863608317,0.24407987816393167,0.1782812492898396,1.0,1853,293,1000,2035,
Exp2B,llama31_8b,21,movies,math,movies->math,,,,,target_question,0.1805415636352536,0.24695584972048382,0.11171040191469911,0.0,0.5983881307812071,0.6319184567076715,0.5645942657072512,0.0,1273,0.41784656714595353,0.4526620898501948,0.384342008412985,1.0,915,358,1000,1240,
Exp1,llama31_8b,22,math,movies,math->movies,0.8221903784841111,0.8529159369782536,0.7905483350799118,0.0,target_question,,,,,,,,,,,,,,1853,293,1000,2035,2146
Exp1,llama31_8b,22,movies,math,movies->math,0.5793570839820497,0.6144020418558676,0.5431855201639391,0.0,target_question,,,,,,,,,,,,,,915,358,1000,1240,1273
Exp1,llama31_8b,22,math,math,math->math,0.42142748114906736,0.45099494387269556,0.39044390817088775,1.0,target_question,,,,,,,,,,,,,,915,358,1000,1240,1273
Exp1,llama31_8b,22,movies,movies,movies->movies,0.8898732615130155,0.910866440249346,0.8670015755963039,0.0,target_question,,,,,,,,,,,,,,1853,293,1000,2035,2146
Exp2B,llama31_8b,22,math,movies,math->movies,,,,,target_question,0.6319113548917077,0.6911216400446321,0.5722489208105388,0.0,0.8385258477627829,0.8657979759237785,0.8103846817344946,0.0,2146,0.20661449287107522,0.23906165283240136,0.1747233027902914,1.0,1853,293,1000,2035,
Exp2B,llama31_8b,22,movies,math,movies->math,,,,,target_question,0.15217205482797563,0.21335356620228668,0.08660945666835515,0.0,0.5815795097231126,0.6126403594615071,0.5478111155488238,0.0,1273,0.42940745489513693,0.46257294403673416,0.3986560656195433,1.0,915,358,1000,1240,
Exp1,llama31_8b,23,math,movies,math->movies,0.8238867328877256,0.8532384720647931,0.7935422907803898,0.0,target_question,,,,,,,,,,,,,,1853,293,1000,2035,2146
Exp1,llama31_8b,23,movies,math,movies->math,0.5607381628354244,0.5956596516437304,0.5245534745950979,0.001,target_question,,,,,,,,,,,,,,915,358,1000,1240,1273
Exp1,llama31_8b,23,math,math,math->math,0.42474280306499373,0.45609245323005787,0.3925688309133537,1.0,target_question,,,,,,,,,,,,,,915,358,1000,1240,1273
Exp1,llama31_8b,23,movies,movies,movies->movies,0.8862797898067704,0.9083516712860022,0.8628738447845927,0.0,target_question,,,,,,,,,,,,,,1853,293,1000,2035,2146
Exp2B,llama31_8b,23,math,movies,math->movies,,,,,target_question,0.6362599897960876,0.6924210705403785,0.5762436678172976,0.0,0.8407858117728101,0.8667053469901707,0.8128808498952036,0.0,2146,0.20452582197672256,0.23800558257006954,0.17363905657803916,1.0,1853,293,1000,2035,
Exp2B,llama31_8b,23,movies,math,movies->math,,,,,target_question,0.1113380346185548,0.17675371475340662,0.04408832681426835,0.0,0.5660500045791739,0.598151237317805,0.5321717872783146,0.0,1273,0.4547119699606191,0.489043619727031,0.4213099552919889,0.994,915,358,1000,1240,
Exp1,llama31_8b,24,math,movies,math->movies,0.8271044648563625,0.8580251978933318,0.7963874437656094,0.0,target_question,,,,,,,,,,,,,,1853,293,1000,2035,2146
Exp1,llama31_8b,24,movies,math,movies->math,0.5539579326556155,0.5883477786507532,0.5193409217869009,0.002,target_question,,,,,,,,,,,,,,915,358,1000,1240,1273
Exp1,llama31_8b,24,math,math,math->math,0.41378941905546907,0.4449585649730164,0.3826787894886178,1.0,target_question,,,,,,,,,,,,,,915,358,1000,1240,1273
Exp1,llama31_8b,24,movies,movies,movies->movies,0.8878840511374415,0.9101136160206811,0.8655258824413927,0.0,target_question,,,,,,,,,,,,,,1853,293,1000,2035,2146
Exp2B,llama31_8b,24,math,movies,math->movies,,,,,target_question,0.6452316969622178,0.6998797846550758,0.5892075113932783,0.0,0.8388500153795432,0.864911510382601,0.809786209789129,0.0,2146,0.1936183184173253,0.22411087207284214,0.16329235749452536,1.0,1853,293,1000,2035,
Exp2B,llama31_8b,24,movies,math,movies->math,,,,,target_question,0.10587660652684922,0.17315520677399368,0.036205839667643805,0.0,0.5538113990902708,0.5870145749392225,0.5185808674395671,0.0,1273,0.44793479256342156,0.4836377369414401,0.41335327316512654,1.0,915,358,1000,1240,
Exp1,llama31_8b,25,math,movies,math->movies,0.8193447025301651,0.8472166136789389,0.7888492295546925,0.0,target_question,,,,,,,,,,,,,,1853,293,1000,2035,2146
Exp1,llama31_8b,25,movies,math,movies->math,0.5011722685227585,0.534500840757646,0.4695559485605133,0.496,target_question,,,,,,,,,,,,,,915,358,1000,1240,1273
Exp1,llama31_8b,25,math,math,math->math,0.3986811979118967,0.430509897140282,0.3663442490736594,1.0,target_question,,,,,,,,,,,,,,915,358,1000,1240,1273
Exp1,llama31_8b,25,movies,movies,movies->movies,0.8876648696238366,0.9093478194767431,0.8645533585659985,0.0,target_question,,,,,,,,,,,,,,1853,293,1000,2035,2146
Exp2B,llama31_8b,25,math,movies,math->movies,,,,,target_question,0.6301984237349635,0.6901430791425619,0.5694450628407822,0.0,0.8358385718942992,0.8639581620162612,0.8071827957036993,0.0,2146,0.20564014815933576,0.23733921640745234,0.17384458232996253,1.0,1853,293,1000,2035,
Exp2B,llama31_8b,25,movies,math,movies->math,,,,,target_question,-0.013844369142473334,0.05269144153746837,-0.0783404028575715,0.635,0.5119791189669384,0.5465210275945493,0.4781030240553235,0.255,1273,0.5258234881094117,0.5579234832014028,0.49198600916626056,0.075,915,358,1000,1240,
Exp1,llama31_8b,26,math,movies,math->movies,0.8301895827999609,0.861489778946238,0.7995744781563038,0.0,target_question,,,,,,,,,,,,,,1853,293,1000,2035,2146
Exp1,llama31_8b,26,movies,math,movies->math,0.510293982965473,0.5458986710378468,0.4728377522808503,0.281,target_question,,,,,,,,,,,,,,915,358,1000,1240,1273
Exp1,llama31_8b,26,math,math,math->math,0.3997283023475898,0.430655608008789,0.36743591957204524,1.0,target_question,,,,,,,,,,,,,,915,358,1000,1240,1273
Exp1,llama31_8b,26,movies,movies,movies->movies,0.8924095047418723,0.913789651576666,0.8711219775691155,0.0,target_question,,,,,,,,,,,,,,1853,293,1000,2035,2146
Exp2B,llama31_8b,26,math,movies,math->movies,,,,,target_question,0.6511182861847498,0.7052544285989742,0.5874314263259447,0.0,0.8501277330921723,0.8748578802137718,0.8217858624421697,0.0,2146,0.1990094469074225,0.23430574019200337,0.16839799359963756,1.0,1853,293,1000,2035,
Exp2B,llama31_8b,26,movies,math,movies->math,,,,,target_question,-0.005383582135116249,0.05484438269159887,-0.07129796185292961,0.553,0.5268690661537991,0.5587080851611371,0.4938701329810149,0.059,1273,0.5322526482889154,0.5660674532150737,0.5025898436952831,0.015,915,358,1000,1240,
Exp1,llama31_8b,27,math,movies,math->movies,0.8280438142003834,0.8586923317349041,0.7968590089203136,0.0,target_question,,,,,,,,,,,,,,1853,293,1000,2035,2146
Exp1,llama31_8b,27,movies,math,movies->math,0.5080410293982965,0.5393348449590583,0.4753610308442739,0.341,target_question,,,,,,,,,,,,,,915,358,1000,1240,1273
Exp1,llama31_8b,27,math,math,math->math,0.4018072473059193,0.43582165723867033,0.37084616951299165,1.0,target_question,,,,,,,,,,,,,,915,358,1000,1240,1273
Exp1,llama31_8b,27,movies,movies,movies->movies,0.891188350594645,0.9118203178745068,0.8696311744119347,0.0,target_question,,,,,,,,,,,,,,1853,293,1000,2035,2146
Exp2B,llama31_8b,27,math,movies,math->movies,,,,,target_question,0.6489301547716184,0.7050966521536103,0.5904786573179579,0.0,0.8477388387800247,0.8738355292309623,0.820461334252672,0.0,2146,0.19880868400840626,0.23108537976535318,0.16771339138483907,1.0,1853,293,1000,2035,
Exp2B,llama31_8b,27,movies,math,movies->math,,,,,target_question,-0.01018713557407569,0.055052625794902596,-0.07695887367520869,0.62,0.5256067405440059,0.5586126933403643,0.490860877592027,0.066,1273,0.5357938761180816,0.5705297991462518,0.5024662078846787,0.018,915,358,1000,1240,
Exp1,llama31_8b,28,math,movies,math->movies,0.8298414709842356,0.858454811771999,0.800267082794725,0.0,target_question,,,,,,,,,,,,,,1853,293,1000,2035,2146
Exp1,llama31_8b,28,movies,math,movies->math,0.5171261104496748,0.5500255495556203,0.4827330313226591,0.158,target_question,,,,,,,,,,,,,,915,358,1000,1240,1273
Exp1,llama31_8b,28,math,math,math->math,0.40863021644228714,0.4415675192567702,0.37604083591603765,1.0,target_question,,,,,,,,,,,,,,915,358,1000,1240,1273
Exp1,llama31_8b,28,movies,movies,movies->movies,0.8900427127672311,0.9108280807677254,0.8662462237204497,0.0,target_question,,,,,,,,,,,,,,1853,293,1000,2035,2146
Exp2B,llama31_8b,28,math,movies,math->movies,,,,,target_question,0.6521791983850558,0.7097681647623266,0.5890845247101397,0.0,0.8495346537024178,0.8758011580570558,0.8198152637293896,0.0,2146,0.19735545531736193,0.23193818384702738,0.16618013261989004,1.0,1853,293,1000,2035,
Exp2B,llama31_8b,28,movies,math,movies->math,,,,,target_question,0.006481057483896602,0.07229554955282007,-0.05783329612783049,0.462,0.5370241475104558,0.569886257679336,0.5038701728440799,0.016,1273,0.5305430900265592,0.5644249635016505,0.4961822104589343,0.034,915,358,1000,1240,
Exp1,llama31_8b,29,math,movies,math->movies,0.8292041869194683,0.8581163773286321,0.7967758501321126,0.0,target_question,,,,,,,,,,,,,,1853,293,1000,2035,2146
Exp1,llama31_8b,29,movies,math,movies->math,0.51743138871081,0.5515868862128048,0.48284923856329803,0.151,target_question,,,,,,,,,,,,,,915,358,1000,1240,1273
Exp1,llama31_8b,29,math,math,math->math,0.40873095826846173,0.4412842022372424,0.3744458786084383,1.0,target_question,,,,,,,,,,,,,,915,358,1000,1240,1273
Exp1,llama31_8b,29,movies,movies,movies->movies,0.8872688694101807,0.9071364352003394,0.8672564339817952,0.0,target_question,,,,,,,,,,,,,,1853,293,1000,2035,2146
Exp2B,llama31_8b,29,math,movies,math->movies,,,,,target_question,0.6503889090470393,0.7045140777121435,0.590457162877801,0.0,0.8494922908888639,0.8754706962530915,0.8202371509510159,0.0,2146,0.19910338184182463,0.23419120210904557,0.1692110418119428,1.0,1853,293,1000,2035,
Exp2B,llama31_8b,29,movies,math,movies->math,,,,,target_question,0.0038434533076899813,0.06984689613457327,-0.06522715884077886,0.48,0.5376530207283939,0.5726652261143468,0.5028908984503252,0.018,1273,0.533809567420704,0.5692990640990209,0.500195406650418,0.024,915,358,1000,1240,
Exp1,llama31_8b,30,math,movies,math->movies,0.8336928032947217,0.8610670529327289,0.8027272481670703,0.0,target_question,,,,,,,,,,,,,,1853,293,1000,2035,2146
Exp1,llama31_8b,30,movies,math,movies->math,0.5374637482064902,0.5695436781936744,0.5021141412858815,0.02,target_question,,,,,,,,,,,,,,915,358,1000,1240,1273
Exp1,llama31_8b,30,math,math,math->math,0.4212107335836615,0.4522396917604328,0.38801918868342233,1.0,target_question,,,,,,,,,,,,,,915,358,1000,1240,1273
Exp1,llama31_8b,30,movies,movies,movies->movies,0.8829810159339435,0.9040205439416623,0.8607166217807095,0.0,target_question,,,,,,,,,,,,,,1853,293,1000,2035,2146
Exp2B,llama31_8b,30,math,movies,math->movies,,,,,target_question,0.6600568398446206,0.7197107329952511,0.5998993297454792,0.0,0.8526418739835228,0.8789879198856515,0.8246714011200867,0.0,2146,0.19258503413890213,0.2260458315818007,0.15911201139143427,1.0,1853,293,1000,2035,
Exp2B,llama31_8b,30,movies,math,movies->math,,,,,target_question,0.04362731629880634,0.11151786313826248,-0.023482549238587773,0.104,0.555966663613884,0.590988348430642,0.5231297181350025,0.0,1273,0.5123393473150777,0.5470446564359074,0.47852162376732543,0.241,915,358,1000,1240,
Exp1,llama31_8b,31,math,movies,math->movies,0.8321051187171803,0.8603956876504941,0.8011164847466449,0.0,target_question,,,,,,,,,,,,,,1853,293,1000,2035,2146
Exp1,llama31_8b,31,movies,math,movies->math,0.45442195561254084,0.48893055546022396,0.42227792630502153,0.994,target_question,,,,,,,,,,,,,,915,358,1000,1240,1273
Exp1,llama31_8b,31,math,math,math->math,0.42633330280550724,0.46165394788232045,0.3953922946029619,1.0,target_question,,,,,,,,,,,,,,915,358,1000,1240,1273
Exp1,llama31_8b,31,movies,movies,movies->movies,0.8827507832515854,0.9034048851023082,0.8593954176871843,0.0,target_question,,,,,,,,,,,,,,1853,293,1000,2035,2146
Exp2B,llama31_8b,31,math,movies,math->movies,,,,,target_question,0.6547191253368303,0.7113034721261201,0.5958234815845068,0.0,0.8425761011108266,0.8704582777097696,0.8132245986284977,0.0,2146,0.18785697577399624,0.21965463678716501,0.15651327308521273,1.0,1853,293,1000,2035,
Exp2B,llama31_8b,31,movies,math,movies->math,,,,,target_question,-0.10887138626858378,-0.048299740557741,-0.17402804747571218,1.0,0.4642122294471411,0.49540613483232704,0.43152047307029784,0.988,1273,0.5730836157157249,0.6063236633252596,0.5411629222695812,0.0,915,358,1000,1240,
Exp1,qwen25_14b,0,math,movies,math->movies,0.5181736694677871,0.5629409949410131,0.4770038003407424,0.213,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp1,qwen25_14b,0,movies,math,movies->math,0.5176932998355676,0.5550964934620028,0.4782454327074823,0.201,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,0,math,math,math->math,0.5296436889108947,0.5665202136996624,0.49224901340461924,0.066,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,0,movies,movies,movies->movies,0.4897478991596639,0.5417780995329675,0.4414988980548009,0.649,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp2B,qwen25_14b,0,math,movies,math->movies,,,,,target_question,0.030739495798319305,0.08460641840641604,-0.020416121140662193,0.131,0.49033053221288514,0.5365178285801565,0.4427181126358169,0.639,1340,0.45959103641456583,0.5062429572770253,0.4152661960954054,0.956,1190,150,1000,1274,
Exp2B,qwen25_14b,0,movies,math,movies->math,,,,,target_question,0.021666574975701902,0.08596788318241573,-0.041230142868685794,0.24,0.4857817877293038,0.5204770751559249,0.44947390767398054,0.771,1563,0.4641152127536019,0.5002371791917213,0.4258046293578936,0.973,1314,249,1000,1493,
Exp1,qwen25_14b,1,math,movies,math->movies,0.521126050420168,0.5641589207498316,0.4795017741542012,0.17,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp1,qwen25_14b,1,movies,math,movies->math,0.5199366721069972,0.557493565199559,0.4804022526377661,0.146,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,1,math,math,math->math,0.5368047532596137,0.5758385935144607,0.49343311636005444,0.044,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,1,movies,movies,movies->movies,0.4853781512605042,0.5332672930442918,0.4351088351832605,0.703,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp2B,qwen25_14b,1,math,movies,math->movies,,,,,target_question,0.04186554621848737,0.0911730020530147,-0.01383705822188139,0.077,0.4918207282913165,0.5395737365782568,0.4392146408228323,0.63,1340,0.44995518207282914,0.4978376687589517,0.4046658337838915,0.978,1190,150,1000,1274,
Exp2B,qwen25_14b,1,movies,math,movies->math,,,,,target_question,0.02777930596052397,0.0895551044137417,-0.039187913074717286,0.221,0.4905894506488664,0.5246479451944075,0.4524863097632163,0.719,1563,0.4628101446883424,0.49957668374710107,0.4272679207483254,0.976,1314,249,1000,1493,
Exp1,qwen25_14b,2,math,movies,math->movies,0.5385882352941177,0.5842211763241281,0.4930648335930512,0.05,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp1,qwen25_14b,2,movies,math,movies->math,0.5212723038271808,0.559079643175995,0.48514072813147985,0.12,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,2,math,math,math->math,0.5278282078084026,0.5678873116084331,0.4912778823561034,0.078,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,2,movies,movies,movies->movies,0.48478991596638654,0.5363548218515518,0.4330190468055787,0.724,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp2B,qwen25_14b,2,math,movies,math->movies,,,,,target_question,0.05443697478991599,0.11309077852094733,-0.009666659920929209,0.046,0.510436974789916,0.5599637227697842,0.4628029115118216,0.318,1340,0.456,0.5073323218021503,0.4104438074418508,0.957,1190,150,1000,1274,
Exp2B,qwen25_14b,2,movies,math,movies->math,,,,,target_question,0.03523989412749928,0.09273754259163533,-0.025399926094639265,0.142,0.5100707242974943,0.5463496415433253,0.4708384970986794,0.324,1563,0.47483083016999506,0.5106007526786088,0.43835445944787194,0.923,1314,249,1000,1493,
Exp1,qwen25_14b,3,math,movies,math->movies,0.5081008403361345,0.5587359349703989,0.46333403845498883,0.401,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp1,qwen25_14b,3,movies,math,movies->math,0.5293900105750245,0.568972145829828,0.49426813835968947,0.054,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,3,math,math,math->math,0.5237785235309579,0.5607401982343202,0.4827209305374571,0.113,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,3,movies,movies,movies->movies,0.481546218487395,0.5331600566795994,0.4302790203753634,0.752,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp2B,qwen25_14b,3,math,movies,math->movies,,,,,target_question,0.021411764705882352,0.09068980450240192,-0.05172639138730687,0.293,0.49579271708683476,0.5434677724174559,0.4470634029805849,0.569,1340,0.4743809523809524,0.5229396260613756,0.428605843706269,0.83,1190,150,1000,1274,
Exp2B,qwen25_14b,3,movies,math,movies->math,,,,,target_question,0.055158228041542134,0.11845020411389837,-0.009353099505048678,0.042,0.5266851271142409,0.5636234483607623,0.48777881842037524,0.083,1563,0.47152689907269874,0.5091064306878045,0.434229547254388,0.928,1314,249,1000,1493,
Exp1,qwen25_14b,4,math,movies,math->movies,0.5157703081232493,0.5613859937897303,0.4717556999802775,0.271,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp1,qwen25_14b,4,movies,math,movies->math,0.5266392816318547,0.5641598538252239,0.4901613693026273,0.082,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,4,math,math,math->math,0.5064183675340632,0.543922261536785,0.4658506544109831,0.39,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,4,movies,movies,movies->movies,0.482078431372549,0.536410448458342,0.43247167155273863,0.767,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp2B,qwen25_14b,4,math,movies,math->movies,,,,,target_question,0.02936134453781508,0.10120396994787985,-0.04432859843949215,0.206,0.5052549019607843,0.552902161660243,0.4545377067917291,0.413,1340,0.4758935574229692,0.5256893850766888,0.42647643369870986,0.84,1190,150,1000,1274,
Exp2B,qwen25_14b,4,movies,math,movies->math,,,,,target_question,0.044390652411777975,0.10634662703104332,-0.014841607429267654,0.069,0.5179469781714376,0.5583268030311482,0.48004688192686407,0.165,1563,0.47355632575965967,0.5109952880205337,0.43411361079551825,0.925,1314,249,1000,1493,
Exp1,qwen25_14b,5,math,movies,math->movies,0.5168179271708684,0.5608876971486458,0.46998359958176067,0.243,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp1,qwen25_14b,5,movies,math,movies->math,0.5355608125042025,0.5767783085493451,0.4974588087699068,0.033,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,5,math,math,math->math,0.519860262969687,0.5607194175969555,0.47849906314441687,0.171,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,5,movies,movies,movies->movies,0.49336694677871146,0.5420222659837135,0.4414610198455112,0.602,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
